0.127810 0.873329 1
1.749224 1.151035 1
0.828559 2.056094 1
1.367233 0.641156 0
1.550384 0.865273 1
1.905268 0.071954 0
0.173334 0.738099 0
0.749049 -0.170694 0
1.890620 0.774883 0
1.271988 1.294331 1
0.455498 1.277085 1
0.564521 0.202158 0
1.701325 1.625100 1
0.732453 1.934709 1
0.040589 1.881801 1
0.162060 0.696734 0
1.591672 0.649032 0
1.806310 2.402120 1
1.092637 0.584914 0
0.726639 1.287064 1
0.630986 0.330080 0
1.984554 0.364640 0
0.418681 0.618459 0
1.507287 1.859471 1
0.835880 0.612284 0
0.810965 1.284102 0
1.365198 0.299067 0
0.901163 1.559670 1
1.010138 0.436419 0
0.321903 1.101826 0
1.162927 2.174962 1
0.565074 0.468738 0
0.856399 0.299851 0
0.878810 0.667916 0
0.407202 1.963819 1
0.478861 0.499497 0
0.060669 1.078379 1
1.886231 1.716237 1
0.253127 0.618024 0
0.825594 0.314641 0
1.338640 0.627334 0
1.268795 1.578322 1
1.320615 0.638855 0
0.867856 1.281349 1
1.175331 1.253162 1
0.352781 2.227497 1
0.970809 0.672671 0
0.880011 1.539926 1
0.788452 0.938385 0
0.727924 1.532615 1
0.519668 1.795699 1
0.920891 1.320498 1
0.170318 2.037786 1
0.232874 0.809738 1
1.820496 1.386579 1
0.526969 1.380707 1
0.351979 1.336475 1
1.748930 0.433205 0
0.404642 1.735876 1
1.552826 1.402777 1
0.376230 -0.123631 0
0.252713 1.899112 1
0.290851 0.266384 0
1.900280 0.189410 0
1.627276 1.413482 1
0.019298 0.621139 0
1.259491 0.530876 0
0.594557 1.180929 1
1.127224 0.324183 0
0.056848 1.732119 1
0.254632 0.402697 0
1.858321 1.328206 0
0.318383 0.907078 1
1.003132 1.494453 1
1.666970 0.353534 0
1.404916 0.575433 0
1.383479 1.165503 1
1.055133 1.308190 1
1.843951 1.759647 1
1.577973 1.030078 1
0.493561 1.529463 1
1.678427 0.223720 0
1.339648 1.469457 1
0.574891 0.641493 0
1.606625 1.322566 1
1.505088 1.320361 1
1.277225 2.073668 1
1.359030 1.078901 1
1.473414 1.795034 1
1.004423 0.342239 0
0.354523 2.026269 1
1.365275 0.167327 0
0.022841 0.264302 0
1.771911 1.049847 1
0.685739 0.569042 0
0.869725 0.164482 0
1.347058 0.899924 0
0.045256 1.936029 1
0.728016 1.579986 1
0.264569 1.590601 1
1.349697 1.558828 1
1.882112 1.161234 1
0.336546 0.785341 1
0.713448 1.876326 1
1.187103 0.230261 0
0.624411 1.239307 0
0.893971 0.919029 0
1.192851 1.127695 1
0.145566 1.083214 1
1.373192 1.719178 1
1.364974 0.895439 0
1.698463 0.988175 1
0.038251 0.991922 1
0.622020 0.470074 0
0.033331 0.836119 1
0.528637 0.226698 0
0.393421 2.000037 1
1.323648 1.731365 1
1.901311 0.425843 0
1.106830 0.077554 0
0.465623 1.123169 1
0.509633 0.871744 0
1.729359 1.636742 1
1.355759 1.929394 1
0.435382 1.183645 1
0.379789 0.567785 0
0.003811 0.907179 0
0.730226 0.867642 1
0.489419 0.475697 0
0.134681 0.801302 0
1.918518 1.784232 1
1.102222 1.012589 0
0.584567 1.509772 1
0.626137 1.484176 1
1.981194 0.177912 0
0.720890 -0.006879 0
1.659460 0.172917 0
0.377906 1.516258 1
1.969704 -0.012174 0
1.689458 0.739692 0
0.023128 1.709629 1
1.814356 1.301202 1
0.403260 0.050395 0
1.783699 0.592402 0
1.036166 0.664067 0
1.759281 1.189355 0
0.145196 1.972195 1
1.700424 0.859561 1
0.315776 0.354358 0
0.705524 0.293866 0
1.572080 0.384382 0
1.449896 1.631282 1
1.193753 1.075390 1
1.505071 1.685572 1
0.190348 1.855509 1
1.288876 0.215599 0
1.788534 -0.054645 0
0.401244 2.046150 1
0.715541 1.735834 1
1.254346 0.157811 0
0.612371 1.378766 1
0.343856 1.756607 1
0.292412 1.296401 1
0.083617 1.867856 1
0.284900 0.501148 0
1.372163 0.154645 0
0.748096 1.601449 1
0.375803 0.169074 0
0.438427 1.556481 1
1.750685 0.623510 0
1.420937 1.652375 1
1.031822 1.980458 1
0.441966 1.324046 1
0.969696 1.917904 1
1.280808 0.870489 1
0.661550 0.319494 0
1.459597 0.041682 0
0.912747 0.824074 1
0.264325 0.435564 0
1.037179 1.369052 1
1.007407 1.283578 1
1.799058 0.938344 1
0.027174 1.664619 1
1.848075 0.700293 0
1.021069 1.004651 0
1.286786 -0.072173 0
0.386510 1.140519 0
1.545665 1.779910 1
0.645579 1.128155 0
0.490952 0.837114 0
0.841167 1.667115 1
1.600210 1.179471 1
0.274400 0.693007 0
1.683988 0.760185 0
0.352860 1.572624 1
1.174469 1.260113 1
1.257194 -0.160175 0
0.023288 -0.054454 0
0.745102 1.100876 1
0.668281 0.284020 0
1.322567 0.557138 0
1.360026 1.348012 1
0.327154 0.716882 1
1.825600 1.319180 0
1.585697 1.213661 1
1.264864 0.651684 0
0.233995 1.346955 1
1.999746 0.859381 0
0.294606 0.627373 0
1.890550 0.891854 0
1.343521 1.434016 1
0.827347 2.053319 1
1.381377 1.618362 1
1.260597 1.631236 1
0.484185 0.179640 0
1.092493 0.386887 0
1.927028 1.209046 0
1.736171 0.995815 0
1.355446 1.922428 1
1.292581 0.839880 1
1.460609 1.001493 0
1.312179 1.402933 1
1.214090 0.279495 0
0.404098 0.461152 0
1.410436 1.046710 0
0.363983 1.559673 1
1.664028 0.397311 0
1.931858 1.942075 1
0.528456 2.049210 1
0.038930 2.021669 1
1.126840 0.463639 0
0.398329 0.693700 0
1.440871 0.516501 0
0.837642 0.414174 0
1.572160 0.093428 0
1.021293 1.160516 0
0.513026 1.866420 1
0.163051 1.465388 1
0.216206 -0.047286 0
1.480230 1.726103 1
0.876099 1.338161 1
1.145619 0.215239 0
1.804786 0.168077 0
1.401748 -0.070067 0
1.891022 0.826680 0
0.557212 0.761387 0
0.305336 1.251438 1
0.811603 1.625822 1
1.207516 0.773275 1
0.799030 0.462785 0
1.599611 0.631515 0
1.266611 1.644776 1
1.858701 1.528213 1
1.858147 1.491560 1
1.783537 1.838843 1
1.956573 1.837611 1
0.741638 0.090875 0
1.512701 0.583191 0
0.145108 1.541470 1
1.996758 0.083149 0
1.499668 1.325842 1
0.166359 -0.032754 0
0.163458 2.072909 1
0.239173 1.944834 1
0.741364 -0.166731 0
0.915984 1.544357 1
0.179302 1.353993 1
1.391449 1.498166 1
0.802079 0.265458 0
1.428914 0.675890 0
1.088849 0.606100 0
1.383344 0.264566 0
1.580835 2.206596 1
1.410879 1.615557 1
1.246788 0.629517 0
0.714755 1.270388 1
0.623490 1.086242 1
0.034103 1.561903 1
1.121940 1.149091 0
1.621111 1.737651 1
1.384105 1.883848 1
1.963535 1.006864 1
1.023964 2.143536 1
0.236805 0.265097 0
1.591928 1.985628 1
0.217805 0.903828 1
1.242171 1.041326 1
0.251255 1.678594 1
1.089738 -0.164989 0
1.196015 0.507149 0
1.182917 0.762136 0
0.570630 1.072741 1
1.127698 1.263284 1
0.739406 -0.118096 0
0.622946 0.526968 0
1.604575 1.904490 1
1.427464 1.225000 1
1.603742 1.886962 1
0.605244 0.562946 0
1.513244 0.579920 0
1.864294 1.142715 1
0.969160 1.518123 1
0.206424 0.110485 0
1.060767 0.338675 0
1.289449 1.573606 1
1.956831 1.169042 1
1.489073 1.164727 0
1.413520 0.135845 0
0.645148 0.428292 0
0.527913 1.672784 1
0.631308 0.296616 0
0.268874 0.317858 0
1.655237 1.350294 1
0.777824 1.112775 0
0.797533 1.192146 0
0.609411 0.783102 1
1.984413 2.075673 1
1.983609 1.094676 0
1.620080 1.305461 1
1.940790 1.349761 1
0.971547 0.118744 0
1.710035 1.012202 1
1.592978 1.448929 1
1.883336 1.432700 1
0.649469 0.594553 0
1.157494 0.235172 0
1.385575 0.150036 0
0.233741 0.949616 1
0.826491 1.642816 1
1.016168 2.068250 1
0.458717 1.264226 0
0.022872 -0.097011 0
0.408265 1.676333 1
0.878972 1.253034 1
1.509047 0.806984 0
0.383409 0.301931 0
0.590180 1.998271 1
1.907558 1.774868 1
1.946699 0.085865 0
0.580527 0.640210 0
1.916285 1.283354 1
1.952956 1.236947 1
0.130403 2.222774 1
1.548083 0.186777 0
0.438782 0.734524 0
1.609289 1.050008 1
1.414906 1.820883 1
1.502112 0.430406 0
0.882284 1.644487 1
1.641347 0.309263 0
0.745129 -0.182896 0
0.700007 0.655912 0
0.874273 0.689407 0
1.679744 0.050678 0
1.410538 0.490141 0
1.737211 1.559833 1
1.191835 2.261199 1
1.164526 0.711298 0
0.612933 0.348993 0
0.990389 0.476067 0
0.777248 1.554070 1
1.746768 0.541345 0
1.657121 0.660134 0
1.394048 1.221918 1
0.716856 0.335933 0
0.154664 0.363556 0
1.499103 1.500758 1
1.347470 1.509519 1
1.775951 1.180047 1
0.903173 -0.356177 0
1.365801 0.999396 0
1.038667 1.166615 1
1.127385 0.206126 0
0.072620 1.168037 1
0.665571 1.768951 1
1.054991 0.810378 0
1.036708 1.375899 1
1.896630 1.063420 0
0.673344 0.372335 0
0.704771 1.507421 1
0.989362 1.768169 1
0.933376 0.418746 0
1.600843 1.043672 0
0.790090 1.200182 1
0.990110 -0.004936 0
0.598192 2.164799 1
0.050160 1.279590 1
0.025201 0.653295 0
0.861663 0.462733 0
0.732674 1.923278 1
1.055243 0.252461 0
1.258493 1.542537 1
0.732378 1.754500 1
0.333528 0.338346 0
1.913774 0.762032 1
1.866705 0.218491 0
0.384018 0.023283 0
0.334296 1.371212 0
1.973273 0.025689 0
0.692617 1.024026 1
0.955850 1.934041 1
0.456669 0.869425 0
0.030599 1.372022 1
1.718366 1.677840 1
1.611889 1.002958 0
0.662234 2.070593 1
0.380579 1.522093 1
0.211111 -0.307897 0
1.030677 1.412879 1
1.902615 0.679702 0
1.721675 1.693820 1
0.730870 1.915758 1
1.557995 0.491254 0
1.920443 -0.223784 0
0.845802 1.360078 1
0.234686 0.332972 0
1.367848 -0.090570 0
0.918989 0.969108 0
0.438717 1.499981 1
1.928553 0.630014 0
0.626338 1.013543 1
1.218775 1.633362 1
1.998757 1.561384 1
0.441491 1.360318 1
1.656515 0.451642 0
1.516965 0.813634 0
1.211295 0.714725 0
0.043075 2.133196 1
1.056473 0.238665 0
0.528848 1.191609 1
0.579928 0.441627 0
1.513209 2.037961 1
1.832898 0.485931 0
0.603856 1.784605 1
0.779629 1.134701 1
0.544113 0.420137 0
0.451627 0.786874 0
1.621398 1.738167 1
1.245217 0.756376 0
0.263138 1.743483 1
0.547593 0.091616 0
0.169308 1.777988 1
1.210578 1.264431 1
1.686245 1.437524 1
1.656756 1.454009 1
0.977672 1.177278 1
0.737161 0.091117 0
0.404968 -0.066938 0
0.091554 1.106321 1
0.011081 1.109321 0
1.589951 0.456398 0
0.450358 0.509163 0
0.212052 -0.080094 0
0.732932 1.701253 1
0.032056 0.233499 0
0.571986 0.858045 1
1.133291 0.178078 0
1.382370 0.304333 0
0.711195 1.700011 1
1.268066 1.396678 1
1.695772 2.099372 1
1.367637 1.263338 1
0.526976 1.728538 1
1.955135 0.276425 0
0.941231 1.397565 1
1.666876 0.947089 0
0.277206 0.200074 0
0.579227 0.861377 0
1.819301 0.767273 0
0.813286 2.035956 1
0.273079 0.446397 0
0.940727 0.352972 0
0.058884 0.385134 0
1.813213 1.606985 1
1.882675 1.068394 0
1.736446 0.659477 0
1.621715 2.086569 1
1.789332 1.047338 1
1.437340 0.337442 0
1.248171 1.198092 0
0.074387 0.434095 0
1.240597 0.244038 0
0.327435 0.678214 0
1.396623 0.080411 0
0.243434 1.580370 1
1.262212 1.983811 1
