1.472498 -3.719106
1.472498 -3.719106
1.500446 -3.789684
1.444558 -3.648525
1.503872 -3.798325
1.441139 -3.639881
1.506069 -3.803862
1.438950 -3.634341
1.507721 -3.808024
1.437305 -3.630176
1.509059 -3.811392
1.435975 -3.626805
1.510190 -3.814238
1.434851 -3.623956
1.511174 -3.816712
1.433874 -3.621479
1.512048 -3.818908
1.433008 -3.619281
1.512835 -3.820885
1.432228 -3.617301
1.513553 -3.822686
1.431518 -3.615496
1.514213 -3.824344
1.430865 -3.613836
1.514826 -3.825880
1.430260 -3.612297
1.515398 -3.827312
1.429695 -3.610861
1.515934 -3.828656
1.429167 -3.609515
1.516440 -3.829921
1.428668 -3.608246
1.516918 -3.831118
1.428197 -3.607046
1.517372 -3.832255
1.427751 -3.605907
1.517805 -3.833336
1.427325 -3.604823
1.518218 -3.834369
1.426919 -3.603787
1.518614 -3.835357
1.426531 -3.602796
1.518994 -3.836305
1.426159 -3.601845
1.519359 -3.837216
1.425801 -3.600931
1.519711 -3.838093
1.425457 -3.600051
1.520050 -3.838939
1.425125 -3.599203
1.520378 -3.839755
1.424805 -3.598383
1.520695 -3.840545
1.424495 -3.597590
1.521002 -3.841310
1.424195 -3.596822
1.521300 -3.842052
1.423904 -3.596077
1.521590 -3.842772
1.423622 -3.595355
1.521871 -3.843471
1.423348 -3.594652
1.522145 -3.844151
1.423082 -3.593969
1.522412 -3.844814
1.422823 -3.593304
1.522672 -3.845459
1.422570 -3.592656
1.522925 -3.846087
1.422324 -3.592024
1.523172 -3.846701
1.422084 -3.591408
1.523414 -3.847300
1.421850 -3.590806
1.523650 -3.847886
1.421621 -3.590217
1.523881 -3.848458
1.421398 -3.589642
1.524108 -3.849018
1.421179 -3.589079
1.524329 -3.849566
1.420965 -3.588528
1.524546 -3.850103
1.420755 -3.587989
1.524759 -3.850628
1.420550 -3.587460
1.524967 -3.851144
1.420349 -3.586941
1.525172 -3.851649
1.420152 -3.586433
1.525373 -3.852145
1.419958 -3.585934
1.525570 -3.852632
1.419768 -3.585444
1.525764 -3.853111
1.419582 -3.584963
1.525954 -3.853580
1.419399 -3.584490
1.526142 -3.854042
1.419219 -3.584026
1.526326 -3.854496
1.419043 -3.583569
1.526507 -3.854942
1.418869 -3.583120
1.526685 -3.855381
1.418698 -3.582678
1.526861 -3.855813
1.418530 -3.582243
1.527034 -3.856238
1.418365 -3.581815
1.527204 -3.856657
1.418202 -3.581393
1.527372 -3.857069
1.418041 -3.580978
1.527537 -3.857475
1.417883 -3.580569
1.527700 -3.857876
1.417728 -3.580165
1.527861 -3.858270
1.417575 -3.579768
1.528019 -3.858659
1.417424 -3.579376
1.528176 -3.859043
1.417275 -3.578989
1.528330 -3.859421
1.417128 -3.578608
1.528482 -3.859795
1.416983 -3.578232
1.528633 -3.860163
1.416840 -3.577860
1.528781 -3.860527
1.416699 -3.577494
1.528928 -3.860886
1.416560 -3.577132
1.529072 -3.861240
1.416422 -3.576774
1.529216 -3.861590
1.416287 -3.576421
1.529357 -3.861936
1.416153 -3.576073
1.529497 -3.862278
1.416020 -3.575728
1.529635 -3.862615
1.415890 -3.575388
1.529771 -3.862949
1.415761 -3.575051
1.529906 -3.863279
1.415633 -3.574718
1.530040 -3.863604
1.415507 -3.574389
1.530172 -3.863927
1.415382 -3.574064
1.530303 -3.864245
1.415259 -3.573743
1.530432 -3.864561
1.415137 -3.573424
1.530560 -3.864873
1.415017 -3.573110
1.530687 -3.865181
1.414897 -3.572798
1.530812 -3.865486
1.414779 -3.572490
1.530936 -3.865788
1.414663 -3.572185
1.531059 -3.866087
1.414547 -3.571883
1.531181 -3.866383
1.414433 -3.571584
1.531301 -3.866676
1.414320 -3.571288
1.531420 -3.866966
1.414208 -3.570995
1.531539 -3.867253
1.414098 -3.570705
1.531656 -3.867538
1.413988 -3.570418
